,if_trained,win_ratio,episode_reward_mean,steps,config/gamma,config/lr,config/n_hidden_layers,config/random_scaling
81,False,0.0,-0.01,30000,0.3602010991674411,0.0851414730181986,2,0.999574528562404
82,False,0.0,-1.0,30000,0.6421513501812322,0.0001621933069186,1,0.9995803002618714
83,False,0.4,-0.2,30000,0.2850173581529486,0.0010002090231379,1,0.9997445099676456
84,False,0.08,-0.84,30000,0.100983557622482,0.0001067076275481,2,0.99953552724926
85,False,0.02,-0.96,30000,0.2435556513266287,0.002661728342529,1,0.999758479138454
86,False,0.0,-0.7525000000000002,30000,1.5030567251135971,0.1990498973597343,1,0.9999516952647388
87,False,0.0,-0.01,30000,0.1732110622001226,0.0037424042043013,2,0.9995978807984024
88,False,0.0,-0.9208000000000002,30000,0.2210277762652791,0.0283417056156158,2,0.9999631431740428
89,False,0.0,-0.01,30000,1.2363435124406372,0.0015610712409781,2,0.9995204402150571
90,False,0.0,-1.0,30000,0.4271359114067996,0.0151022327985865,1,0.999636335719432
91,False,0.0,-0.01,30000,0.7583286273947663,0.1222865247561305,2,0.9998012814765712
92,False,0.0,-0.01,30000,1.3652593949268037,0.1254053091325861,1,0.9997548352547312
93,False,0.0,-0.01,30000,1.246076004080192,0.1230026378197825,2,0.9995093891848044
94,False,0.0,-0.4555,30000,0.1403656232842004,0.0086860096010341,1,0.9997717049183344
95,False,0.0,-0.01,30000,1.5345245808230117,0.0015850033704645,2,0.9996743577736196
96,False,0.0,-1.0,30000,0.3688726659296873,0.0017085093430574,1,0.9995032685069192
97,False,0.0,-1.0,30000,0.2927250366610833,1.7712898673717144e-05,1,0.9997372345427918
98,False,0.0,-0.4555,30000,0.9641072950932572,0.0652305759095847,1,0.9998942222237154
99,False,0.0,-0.0693999999999998,30000,0.827293829484058,4.821232610393972e-05,1,0.999838770674412
100,False,0.0,-0.0990999999999998,30000,1.8489630306643132,0.0006665007713949,2,0.9998132139934904
101,False,0.0,-1.0,30000,0.8131687154441953,0.0015490470772516,2,0.9998404814641412
102,False,0.01,-0.98,30000,0.4175501508386886,0.0037450660080778,1,0.9999853290628032
103,False,0.01,-0.8513,30000,0.1224406285594123,3.23995734435952e-05,1,0.99989190354388
104,False,0.0,-1.0,30000,0.1989093004579079,0.0030819439728224,2,0.9999238417961404
105,False,0.03,-0.8212000000000002,30000,0.2698351090053247,0.0093102520489009,2,0.9997683109625122
106,False,0.0,-0.7822000000000001,30000,0.7679231502364715,0.0087134494030332,2,0.9999353081836212
107,False,0.0,-0.01,30000,0.5357687861652993,0.2494288305441379,1,0.9997191378956938
108,False,0.0,-1.0,30000,0.4216947617566411,0.0001468907882574,1,0.9997246670100448
109,False,0.11,-0.78,30000,0.253585884640042,2.815797771621376e-05,1,0.999790471858894
110,False,0.0,-0.1882000000000001,30000,0.2742842856642405,0.0054770047753832,1,0.9998626205440888
111,False,0.01,-0.98,30000,0.5011013684041216,0.0090731514832493,2,0.9997913341343893
112,False,0.01,-0.98,30000,0.1410562465371877,1.6969948901266786e-05,1,0.999972028450545
113,False,0.0,-0.01,30000,0.2390276056834814,0.3785721790510388,2,0.999704442437822
114,False,0.0,-0.0297999999999999,30000,1.1767288593959575,0.0066718731062661,2,0.9998579557261104
115,False,0.0,-0.01,30000,1.049595836497032,1.641136402320201e-05,1,0.9995394434056774
116,False,0.0,-0.0199,30000,0.1528049548842212,0.0002432643624448,1,0.999666318898786
117,False,0.0,-1.0,30000,1.004942815700538,0.0001036668288347,1,0.999723273467624
118,False,0.06,-0.88,30000,0.1113152183052778,0.0001489935272995,1,0.9996457099944768
119,False,0.0,-0.01,30000,0.1236944359712828,0.0533697887578857,2,0.9996897949919288
120,False,0.0,-1.0,30000,0.2542219582858407,5.9475469355802686e-05,2,0.9999738288631536
121,False,0.0,-1.0,30000,0.4812530835598186,0.0095977348930231,2,0.999763361263128
122,False,0.0,-0.7326999999999999,30000,0.1555210030751397,0.0022717248366247,1,0.9996506750393652
123,False,0.01,-0.9602,30000,0.3814656542401731,0.0001539739756366,2,0.9998189959803054
124,False,0.0,-0.1188999999999998,30000,0.6086110436806602,0.0017970177993131,1,0.9998442728255352
125,False,0.0,-0.01,30000,1.1974470449356451,1.806034163988675e-05,2,0.9996287681454716
126,False,0.04,-0.92,30000,0.1998974154718145,0.000625094829695,2,0.9995303782986686
127,False,0.11,-0.78,30000,0.2415105677606703,0.0144280109251387,2,0.9997104788474996
128,False,0.0,-0.01,30000,1.3706071726274904,0.0003946668555946,2,0.9995924294159184
129,False,0.0,-0.01,30000,1.7255441606182815,0.000864726021344,2,0.9996879766505772
130,False,0.0,-0.01,30000,1.3853807348232268,0.0155724131678131,1,0.9995470768132348
131,False,0.0,-0.01,30000,1.983272393937628,3.0549862970746466e-05,2,0.9997320274701303
132,False,0.0,-0.01,30000,0.2082208474114526,0.1139820713316224,2,0.9997805821600446
133,False,0.0,-0.01,30000,0.9261263514700856,0.0130307419924446,1,0.9996430823206288
134,False,0.0,-0.2674000000000002,30000,0.5132629697454023,0.0003982877290684,2,0.9998700352439036
135,False,0.0,-0.9109,15000,0.5444327848035303,1.8578367335631687e-05,2,0.9999266494882394
136,False,0.01,-0.98,30000,0.3487198566880853,0.002602537112272,1,0.9997628222091388
137,False,0.0,-1.0,30000,0.695916596406484,0.0548471321697416,2,0.9996909205314796
138,False,0.05,-0.9,30000,0.3631532553272026,5.12493179570414e-05,1,0.9997638600282388
139,False,0.36,-0.2602,30000,0.6411061541320067,1.331602334783476e-05,1,0.9996297518563424
140,False,0.03,-0.94,30000,0.178833972659598,0.0018197303708018,1,0.9999411358269298
141,False,0.0,-0.9802,15000,0.2855286451736493,0.0010119331361557,1,0.999964704489208
142,False,0.0,-1.0,15000,0.2228139045304387,0.0003225958253618,2,0.999571484968628
143,False,0.0,-0.4951,15000,0.6505560909197262,0.0544989023448025,1,0.9998728620721252
144,False,0.05,-0.9,30000,0.1176609532497377,1.9708523079728263e-05,2,0.9997699760339828
145,False,0.0,-0.7326999999999998,15000,0.2364637942701128,0.0017079191690217,2,0.9995315884365752
146,False,0.01,-0.98,15000,0.1228124108551648,0.0026631816126636,2,0.999565769986434
147,False,0.09,-0.82,30000,0.1563081523121499,0.0180635340699864,2,0.999750519585998
148,False,0.0,-0.9901,15000,1.7890956973019545,0.0002644387570891,1,0.999956651391072
149,False,0.0,-1.0,15000,1.8453549162305485,0.155827858415406,1,0.9999884512123388
